"Energy Source","61st Round 2004-05 - Rural","61st Round 2004-05 - Urban","61st Round 2004-05 - Total","66th Round 2009-10 - Rural","66th Round 2009-10 - Urban","66th Round 2009-10 - Total"
"Electricity","54.9","92.3","65.2","67.3","93.90000000000001","75.5"
