,Stever House Electric Real Power,IW.Weather.Kpit56.Csv.Temp
01-Nov-16 01:15:30,85447.02344,43.82312775
01-Nov-16 01:16:30,88037.46875,43.84913254
01-Nov-16 01:17:38,86846.95313,43.87837601
01-Nov-16 01:18:30,85056.63281,43.90112686
01-Nov-16 01:19:30,85348.16406,43.9271965
01-Nov-16 01:20:30,86822.24219,43.92686462
01-Nov-16 01:21:30,85183.60938,43.90087128
01-Nov-16 01:22:34,81271.53906,43.87321854
01-Nov-16 01:23:30,81754.47656,43.84886932
01-Nov-16 01:24:30,85040.92188,43.82286835
01-Nov-16 01:25:30,80916.86719,43.80091476
01-Nov-16 01:26:30,81185.27344,43.78291321
01-Nov-16 01:27:31,83450.08594,43.76475906
01-Nov-16 01:28:30,106625.1797,43.74691391
01-Nov-16 01:29:30,91175.92188,43.72891235
01-Nov-16 01:30:36,93688.5625,43.70339584
01-Nov-16 01:31:30,100650.3359,43.67785645
01-Nov-16 01:32:30,102288.2656,43.64992905
01-Nov-16 01:33:30,100294.4766,43.62186432
01-Nov-16 01:34:30,111288.6172,43.59385681
01-Nov-16 01:35:32,87134.46875,43.57458878
01-Nov-16 01:36:30,85489.88281,43.56495285
01-Nov-16 01:37:30,84168.65625,43.55495071
01-Nov-16 01:38:35,84287.42188,43.54415894
01-Nov-16 01:39:30,84886.24219,43.53495026
01-Nov-16 01:40:30,87548.84375,43.51687241
01-Nov-16 01:41:30,80013.42188,43.4908638
01-Nov-16 01:42:30,80585.15625,43.4648056
01-Nov-16 01:43:32,91762.96094,43.43830872
01-Nov-16 01:44:31,84241.57813,43.41273117
01-Nov-16 01:45:30,82119.69531,43.39495087
01-Nov-16 01:46:36,82207.875,43.38407898
01-Nov-16 01:47:30,81681.78906,43.37492371
01-Nov-16 01:48:30,82597.04688,43.36494827
01-Nov-16 01:49:30,80886.50781,43.35494995
01-Nov-16 01:50:31,81553.39844,43.32653046
01-Nov-16 01:51:32,81073.11719,43.2794075
01-Nov-16 01:52:30,81858.39844,43.23476028
01-Nov-16 01:53:34,80971.89844,43.18587112
01-Nov-16 01:54:30,79812.72656,43.14277649
01-Nov-16 01:55:30,81660.13281,43.10181808
01-Nov-16 01:56:30,82795.71094,43.06581497
01-Nov-16 01:57:30,84816.3125,43.02973557
01-Nov-16 01:58:30,85821.07031,42.99382401
01-Nov-16 01:59:32,84378.03125,42.95707703
01-Nov-16 02:00:30,89613.125,42.93999863
01-Nov-16 02:01:30,83155.95313,42.93999863
01-Nov-16 02:02:35,83865.10938,42.93999863
01-Nov-16 02:03:30,84692.58594,42.93999863
01-Nov-16 02:04:30,86224.875,42.93999863
01-Nov-16 02:05:30,85256.42188,42.93495178
01-Nov-16 02:06:30,82103.49219,42.92494583
01-Nov-16 02:07:32,81378.39844,42.91466522
01-Nov-16 02:08:30,82185.85156,42.90494919
01-Nov-16 02:09:31,80745.14063,42.89488983
01-Nov-16 02:10:36,82498.80469,42.86845016
01-Nov-16 02:11:30,82799.38281,42.83582306
01-Nov-16 02:12:30,81383.11719,42.79972458
01-Nov-16 02:13:30,80154.52344,42.76381302
01-Nov-16 02:14:30,80267.05469,42.72782135
01-Nov-16 02:15:31,83925.875,42.72467804
01-Nov-16 02:16:30,84113.05469,42.75214005
01-Nov-16 02:17:30,82204.20313,42.78014374
01-Nov-16 02:18:35,79428.20313,42.81048965
01-Nov-16 02:19:30,83138.36719,42.83613586
01-Nov-16 02:20:30,81865.79688,42.85904312
01-Nov-16 02:21:30,78813.46094,42.87709045
01-Nov-16 02:22:30,80278.20313,42.8950882
01-Nov-16 02:23:32,87586.70313,42.91357422
01-Nov-16 02:24:30,85003.85156,42.93109131
01-Nov-16 02:25:30,81879.67969,42.91677475
01-Nov-16 02:26:36,82150.46875,42.86651993
01-Nov-16 02:27:30,83876.03125,42.82476044
01-Nov-16 02:28:30,82484.125,42.77864838
01-Nov-16 02:29:30,82098.24219,42.73277664
01-Nov-16 02:30:30,82213.10938,42.69081116
01-Nov-16 02:31:31,84025.77344,42.65211487
01-Nov-16 02:32:30,81928.20313,42.61481094
01-Nov-16 02:33:31,81645.49219,42.57659149
01-Nov-16 02:34:35,78291.02344,42.53564453
01-Nov-16 02:35:30,79777.85156,42.52505112
01-Nov-16 02:36:30,78162.82813,42.53504944
01-Nov-16 02:37:30,98784.5625,42.54504776
01-Nov-16 02:38:30,76115.95313,42.5550499
01-Nov-16 02:39:32,77956.20313,42.56530762
01-Nov-16 02:40:30,90247.25,42.57504654
01-Nov-16 02:41:30,83063.30469,42.58504868
01-Nov-16 02:42:36,92671.42188,42.59595871
01-Nov-16 02:43:30,93093.32813,42.60504913
01-Nov-16 02:44:30,92381.85156,42.61504745
01-Nov-16 02:45:30,77646.74219,42.60585403
01-Nov-16 02:46:30,79113.61719,42.57786179
01-Nov-16 02:47:31,79812.5625,42.54938507
01-Nov-16 02:48:30,75946.75781,42.52192688
01-Nov-16 02:49:30,75857.78125,42.49385452
01-Nov-16 02:50:35,80939.125,42.47999954
01-Nov-16 02:51:30,81505.79688,42.47999954
01-Nov-16 02:52:30,79641,42.47999954
01-Nov-16 02:53:30,79546.59375,42.47999954
01-Nov-16 02:54:30,81499.24219,42.47999954
01-Nov-16 02:55:34,79752.51563,42.4845047
01-Nov-16 02:56:30,80214.17969,42.49204254
01-Nov-16 02:57:30,80369.32813,42.50003815
01-Nov-16 02:58:30,82083.63281,42.50806046
01-Nov-16 02:59:30,79239.70313,42.51605988
01-Nov-16 03:00:30,79734.70313,42.52000046
01-Nov-16 03:01:30,76133.60938,42.52000046
01-Nov-16 03:02:30,78603.47656,42.52000046
01-Nov-16 03:03:35,75256.96875,42.52000046
01-Nov-16 03:04:30,75082.46094,42.52000046
01-Nov-16 03:05:30,77314.47656,42.52507782
01-Nov-16 03:06:30,78108.91406,42.53505325
01-Nov-16 03:07:30,80234.78906,42.5450592
01-Nov-16 03:08:31,79964.69531,42.55509567
01-Nov-16 03:09:30,82084.59375,42.56505203
01-Nov-16 03:10:30,81885.125,42.56494522
01-Nov-16 03:11:35,79583.63281,42.55408859
01-Nov-16 03:12:30,79362.52344,42.54494858
01-Nov-16 03:13:30,81409.77344,42.53494263
01-Nov-16 03:14:30,81561.25,42.52492523
01-Nov-16 03:15:30,78808.25781,42.51595688
01-Nov-16 03:16:32,81629.4375,42.50769043
01-Nov-16 03:17:30,84600.44531,42.49995804
01-Nov-16 03:18:30,84652.1875,42.4919548
01-Nov-16 03:19:30,87471.42188,42.48393631
01-Nov-16 03:20:30,78592.63281,42.46585083
01-Nov-16 03:21:30,80315.45313,42.43785477
01-Nov-16 03:22:30,80138.26563,42.40984726
01-Nov-16 03:23:30,78905.88281,42.38184357
01-Nov-16 03:24:31,79091.07031,42.35330963
01-Nov-16 03:25:30,81333.1875,42.3633461
01-Nov-16 03:26:30,80027.75,42.40922546
01-Nov-16 03:27:30,76229.20313,42.45523453
01-Nov-16 03:28:31,76271.89063,42.50144958
01-Nov-16 03:29:30,79631.57813,42.5472374
01-Nov-16 03:30:30,76470.95313,42.54171371
01-Nov-16 03:31:30,76462.5,42.48569107
01-Nov-16 03:32:32,79354.70313,42.42818069
01-Nov-16 03:33:30,78302.6875,42.37369537
01-Nov-16 03:34:30,76015.89063,42.31769943
01-Nov-16 03:35:36,75841.39844,42.2852211
01-Nov-16 03:36:30,77426.32031,42.27795792
01-Nov-16 03:37:30,77329.90625,42.2699585
01-Nov-16 03:38:30,75058.875,42.26195526
01-Nov-16 03:39:30,75499.75781,42.25395966
01-Nov-16 03:40:31,77505.51563,42.23533249
01-Nov-16 03:41:30,76048.67188,42.2078476
01-Nov-16 03:42:30,77328.64844,42.17984772
01-Nov-16 03:43:35,76992.99219,42.14952087
01-Nov-16 03:44:30,82167.23438,42.12386322
01-Nov-16 03:45:31,78527.19531,42.0906105
01-Nov-16 03:46:30,77458.19531,42.05279541
01-Nov-16 03:47:30,76825.0625,42.01478958
01-Nov-16 03:48:32,81046.33594,41.97579575
01-Nov-16 03:49:30,76860.0625,41.93878937
01-Nov-16 03:50:30,75948.875,41.92504883
01-Nov-16 03:51:30,76328.35938,41.93505096
01-Nov-16 03:52:30,83830.95313,41.9450531
01-Nov-16 03:53:30,79731.39844,41.95505142
01-Nov-16 03:54:31,87391.77344,41.96510315
01-Nov-16 03:55:30,87997.73438,41.97000122
01-Nov-16 03:56:32,89097.96094,41.97000122
01-Nov-16 03:57:30,76338.70313,41.97000122
01-Nov-16 03:58:30,72829.78125,41.97000122
01-Nov-16 03:59:30,75725.66406,41.97000122
01-Nov-16 04:00:30,73517.625,41.97505569
01-Nov-16 04:01:30,70730.16406,41.98505402
01-Nov-16 04:02:30,72020.28906,41.99505234
01-Nov-16 04:03:30,73412.27344,42.00505447
01-Nov-16 04:04:33,73779.9375,42.01547241
01-Nov-16 04:05:30,71674.26563,42.02000046
01-Nov-16 04:06:30,70942.9375,42.02000046
01-Nov-16 04:07:30,72721.45313,42.02000046
01-Nov-16 04:08:30,76525.64844,42.02000046
01-Nov-16 04:09:30,73635.55469,42.02000046
01-Nov-16 04:10:30,74059.15625,42.00989532
01-Nov-16 04:11:30,75976.5,41.98994827
01-Nov-16 04:12:34,74262.14844,41.96857452
01-Nov-16 04:13:30,74182.5,41.94990158
01-Nov-16 04:14:30,75627.32031,41.92988968
01-Nov-16 04:15:30,76160.83594,41.93010712
01-Nov-16 04:16:31,74364.02344,41.95021439
01-Nov-16 04:17:31,74605.00781,41.97018433
01-Nov-16 04:18:30,74965.53125,41.9901123
01-Nov-16 04:19:30,72653.84375,42.01015472
01-Nov-16 04:20:35,71174.01563,42.02473068
01-Nov-16 04:21:30,70951.71094,42.03204346
01-Nov-16 04:22:30,71048.73438,42.04004288
01-Nov-16 04:23:30,73134.39844,42.0480423
01-Nov-16 04:24:30,72793.75,42.05604553
01-Nov-16 04:25:32,71099.0625,42.04505539
01-Nov-16 04:26:30,72743.96875,42.01786041
01-Nov-16 04:27:30,72279.77344,41.98985672
01-Nov-16 04:28:30,70897.50781,41.96185303
01-Nov-16 04:29:30,72849.04688,41.93384933
01-Nov-16 04:30:30,73074.28906,41.91090775
01-Nov-16 04:31:30,71309.46094,41.89290619
01-Nov-16 04:32:30,71040.29688,41.87490463
01-Nov-16 04:33:32,71180.36719,41.85654831
01-Nov-16 04:34:30,90763.11719,41.83890915
01-Nov-16 04:35:30,73593.75781,41.82594299
01-Nov-16 04:36:35,76674.83594,41.81727982
01-Nov-16 04:37:30,75204.375,41.80994034
01-Nov-16 04:38:30,74838.42969,41.80195999
01-Nov-16 04:39:30,73265.21875,41.79396057
01-Nov-16 04:40:30,73843.95313,41.80818558
01-Nov-16 04:41:33,75470.78906,41.84568024
01-Nov-16 04:42:30,77302.35938,41.8801918
01-Nov-16 04:43:30,74428.85156,41.91618729
01-Nov-16 04:44:30,74398.27344,41.95218658
01-Nov-16 04:45:30,73120.79688,41.98918915
01-Nov-16 04:46:30,70975.94531,42.02719879
01-Nov-16 04:47:30,70451.05469,42.06518936
01-Nov-16 04:48:30,69857.84375,42.10318756
01-Nov-16 04:49:33,71493.49219,42.14316559
01-Nov-16 04:50:30,68859.96094,42.15999985
01-Nov-16 04:51:30,68533.86719,42.15999985
01-Nov-16 04:52:30,70397.21094,42.15999985
01-Nov-16 04:53:30,70712.01563,42.15999985
01-Nov-16 04:54:30,68911.67969,42.15999985
01-Nov-16 04:55:30,69040.67969,42.15999985
01-Nov-16 04:56:30,70295.25781,42.15999985
01-Nov-16 04:57:35,67802.27344,42.15999985
01-Nov-16 04:58:30,67360.44531,42.15999985
01-Nov-16 04:59:30,68818.0625,42.15999985
01-Nov-16 05:00:31,69262.59375,42.18767548
01-Nov-16 05:01:30,70784.71094,42.24127197
01-Nov-16 05:02:31,71201.61719,42.29605103
01-Nov-16 05:03:30,73030.40625,42.34926987
01-Nov-16 05:04:30,73469.59375,42.40327835
01-Nov-16 05:05:35,71430.0625,42.41947556
01-Nov-16 05:06:30,71330.42969,42.40291214
01-Nov-16 05:07:30,72906.44531,42.38490677
01-Nov-16 05:08:30,85076.48438,42.36690903
01-Nov-16 05:09:30,85774.90625,42.34891129
01-Nov-16 05:10:32,85708.17188,42.36952591
01-Nov-16 05:11:32,87167.21094,42.42556763
01-Nov-16 05:12:30,82956.0625,42.4802742
01-Nov-16 05:13:36,68461.875,42.54118347
01-Nov-16 05:14:30,71091.17969,42.59228897
01-Nov-16 05:15:30,69778.17188,42.63826752
01-Nov-16 05:16:31,68052.73438,42.674366
01-Nov-16 05:17:30,67534.45313,42.71017838
01-Nov-16 05:18:32,69177.32813,42.74717331
01-Nov-16 05:19:30,67459.89844,42.78217697
01-Nov-16 05:20:30,67845.89844,42.79999924
01-Nov-16 05:21:36,67422.40625,42.79999924
01-Nov-16 05:22:30,69958.51563,42.79999924
01-Nov-16 05:23:30,68266.89063,42.79999924
01-Nov-16 05:24:30,68960.08594,42.79999924
01-Nov-16 05:25:30,69400.24219,42.790905
01-Nov-16 05:26:32,71870.27344,42.77252197
01-Nov-16 05:27:31,72813.44531,42.75481796
01-Nov-16 05:28:31,74086.86719,42.73679733
01-Nov-16 05:29:35,74199.46094,42.71735382
01-Nov-16 05:30:30,74564.00781,42.70494843
01-Nov-16 05:31:30,72714.97656,42.6949501
01-Nov-16 05:32:35,73539.10938,42.68414307
01-Nov-16 05:33:30,74881.28125,42.67494965
01-Nov-16 05:34:33,72393.9375,42.66449356
01-Nov-16 05:35:30,71756.33594,42.66505051
01-Nov-16 05:36:30,71981.46875,42.67505264
01-Nov-16 05:37:30,73484.10156,42.68504715
01-Nov-16 05:38:30,69165.60938,42.69504929
01-Nov-16 05:39:30,69104.39844,42.70505142
01-Nov-16 05:40:30,71212.13281,42.72817612
01-Nov-16 05:41:30,76689.48438,42.76417542
01-Nov-16 05:42:33,69182.78906,42.80208969
01-Nov-16 05:43:30,68928.0625,42.83618546
01-Nov-16 05:44:30,70937.54688,42.87217712
01-Nov-16 05:45:30,70627.60938,42.90918732
01-Nov-16 05:46:30,70222.23438,42.94719696
01-Nov-16 05:47:30,70691.79688,42.98519135
01-Nov-16 05:48:30,72191.10938,43.02318573
01-Nov-16 05:49:30,70395.92188,43.06119156
01-Nov-16 05:50:35,70985.71875,43.10544586
01-Nov-16 05:51:30,72265.61719,43.14621735
01-Nov-16 05:52:30,72054.51563,43.19021606
01-Nov-16 05:53:30,73653.80469,43.23422623
01-Nov-16 05:54:30,73427.53906,43.27821732
01-Nov-16 05:55:31,75096.10938,43.29583359
01-Nov-16 05:56:30,72906.07031,43.28796005
01-Nov-16 05:57:30,72454.90625,43.27995682
01-Nov-16 05:58:35,71209.72656,43.2713089
01-Nov-16 05:59:31,73192.28125,43.2639122
01-Nov-16 06:00:30,72902.51563,43.25492096
01-Nov-16 06:01:30,73195.1875,43.24494934
01-Nov-16 06:02:30,75514.51563,43.23495102
01-Nov-16 06:03:32,75183.82813,43.22471237
01-Nov-16 06:04:30,73055.6875,43.21497345
01-Nov-16 06:05:31,69643.57813,43.22428513
01-Nov-16 06:06:36,71467.63281,43.25463104
01-Nov-16 06:07:30,69333.26563,43.28014374
01-Nov-16 06:08:30,69209.86719,43.3081398
01-Nov-16 06:09:30,71115.75,43.33613586
01-Nov-16 06:10:30,72833.84375,43.35504913
01-Nov-16 06:11:32,72080.32813,43.36536407
01-Nov-16 06:12:30,72609.05469,43.37504959
01-Nov-16 06:13:30,72947.5625,43.38504791
01-Nov-16 06:14:35,70754.34375,43.39585114
01-Nov-16 06:15:31,69941.32031,43.42366028
01-Nov-16 06:16:30,69826.53906,43.46912003
01-Nov-16 06:17:30,71764.5625,43.51523209
01-Nov-16 06:18:30,69878.28125,43.56123734
01-Nov-16 06:19:32,69646.32031,43.60828018
01-Nov-16 06:20:30,72937.94531,43.63000107
01-Nov-16 06:21:30,75511.5625,43.63000107
01-Nov-16 06:22:36,73414.6875,43.63000107
01-Nov-16 06:23:30,74494.70313,43.63000107
01-Nov-16 06:24:30,83384.1875,43.63000107
01-Nov-16 06:25:31,88762.10938,43.64329147
01-Nov-16 06:26:31,88895.45313,43.66928101
01-Nov-16 06:27:32,90427.64063,43.696064
01-Nov-16 06:28:30,96012.84375,43.72113037
01-Nov-16 06:29:30,75858.00781,43.74713135
01-Nov-16 06:30:36,76682.71094,43.79367828
01-Nov-16 06:31:30,73454.97656,43.84427261
01-Nov-16 06:32:30,75314.34375,43.90028763
01-Nov-16 06:33:30,72110.79688,43.95627594
01-Nov-16 06:34:30,72936.53906,44.01243591
01-Nov-16 06:35:32,74947.78125,44.03474045
01-Nov-16 06:36:30,73851.74219,44.02494812
01-Nov-16 06:37:30,73109.95313,44.01495361
01-Nov-16 06:38:35,72185.92969,44.00408554
01-Nov-16 06:39:30,74545.55469,43.99494934
01-Nov-16 06:40:30,73050.21094,43.99505234
01-Nov-16 06:41:30,73689.03125,44.00507736
01-Nov-16 06:42:30,74277.11719,44.0150528
01-Nov-16 06:43:32,73618.89844,44.02531433
01-Nov-16 06:44:30,72391.83594,44.03504944
01-Nov-16 06:45:31,74031.79688,44.03489304
01-Nov-16 06:46:36,78093.47656,44.0240097
01-Nov-16 06:47:30,77844.92188,44.0149498
01-Nov-16 06:48:30,76604.84375,44.00495148
01-Nov-16 06:49:30,74199.39063,43.99495316
01-Nov-16 06:50:30,74463.08594,43.9990921
01-Nov-16 06:51:35,73049.07813,44.01856613
01-Nov-16 06:52:30,73572.25781,44.0350914
01-Nov-16 06:53:30,73673.21094,44.05309296
01-Nov-16 06:54:30,75177.04688,44.07104492
01-Nov-16 06:55:30,73742.17188,44.08504868
01-Nov-16 06:56:32,75082.04688,44.09527969
01-Nov-16 06:57:31,75519.42188,44.10511017
01-Nov-16 06:58:30,72321.41406,44.11502457
01-Nov-16 06:59:36,71071.89063,44.12595367
01-Nov-16 07:00:30,70299.25781,44.13404083
01-Nov-16 07:01:30,72317.42969,44.14204025
01-Nov-16 07:02:30,73457.82813,44.15003967
01-Nov-16 07:03:30,71872.04688,44.15803909
01-Nov-16 07:04:32,73503.41406,44.16630173
01-Nov-16 07:05:30,73472.98438,44.16091156
01-Nov-16 07:06:30,72323.80469,44.14286804
01-Nov-16 07:07:35,72840.42969,44.1234436
01-Nov-16 07:08:30,75603.52344,44.10691071
01-Nov-16 07:09:30,73505.25781,44.08891296
01-Nov-16 07:10:30,74666.09375,44.08000183
01-Nov-16 07:11:30,74404.48438,44.08000183
01-Nov-16 07:12:32,76407.9375,44.08000183
01-Nov-16 07:13:30,77389.85938,44.08000183
01-Nov-16 07:14:30,78322.96875,44.08000183
01-Nov-16 07:15:30,79851.26563,44.09414673
01-Nov-16 07:16:30,79460.375,44.12213898
01-Nov-16 07:17:35,76685.96094,44.15222549
01-Nov-16 07:18:30,74316.89844,44.17814636
01-Nov-16 07:19:30,76059.72656,44.20613861
01-Nov-16 07:20:30,74385.64063,44.22908783
01-Nov-16 07:21:30,74340.49219,44.2470932
01-Nov-16 07:22:33,77315.25781,44.26580048
01-Nov-16 07:23:30,76675.01563,44.28308868
01-Nov-16 07:24:30,71790.39844,44.30109024
01-Nov-16 07:25:30,72688.11719,44.30495071
01-Nov-16 07:26:30,74247.3125,44.29494858
01-Nov-16 07:27:30,74029.64063,44.28495026
01-Nov-16 07:28:30,73614.60938,44.27495193
01-Nov-16 07:29:30,73241.78906,44.26494598
01-Nov-16 07:30:32,76361.47656,44.26541138
01-Nov-16 07:31:30,77147.08594,44.2750473
01-Nov-16 07:32:30,78366.07813,44.28504944
01-Nov-16 07:33:30,77413.10938,44.29505157
01-Nov-16 07:34:30,78913.19531,44.3050499
01-Nov-16 07:35:30,91407.96094,44.30495071
01-Nov-16 07:36:30,82765.21875,44.29494858
01-Nov-16 07:37:30,89586.73438,44.28494644
01-Nov-16 07:38:34,92026.07031,44.27435303
01-Nov-16 07:39:30,93145.64063,44.2649498
01-Nov-16 07:40:30,79217.73438,44.27414322
01-Nov-16 07:41:36,79417.8125,44.30473328
01-Nov-16 07:42:30,81853.0625,44.33013535
01-Nov-16 07:43:33,78529.11719,44.35948181
01-Nov-16 07:44:31,78575.52344,44.38628387
01-Nov-16 07:45:30,79752.4375,44.40909195
01-Nov-16 07:46:30,78998.0625,44.42708969
01-Nov-16 07:47:30,78406.92188,44.44509506
01-Nov-16 07:48:31,76692.26563,44.46329498
01-Nov-16 07:49:30,79492.45313,44.48109055
01-Nov-16 07:50:30,76460.34375,44.48091507
01-Nov-16 07:51:34,73788.95313,44.46169281
01-Nov-16 07:52:30,74577.48438,44.44491196
01-Nov-16 07:53:35,75785.03906,44.42544937
01-Nov-16 07:54:30,74132.57031,44.40890884
01-Nov-16 07:55:30,74908.33594,44.42323303
01-Nov-16 07:56:31,77218.17188,44.4697113
01-Nov-16 07:57:30,76421.17969,44.51523209
01-Nov-16 07:58:30,74309.40625,44.56123734
01-Nov-16 07:59:36,74128.42969,44.61146927
01-Nov-16 08:00:30,76698.58594,44.65221405
01-Nov-16 08:01:30,76057.14844,44.69622803
01-Nov-16 08:02:30,76685.05469,44.74021912
01-Nov-16 08:03:30,74634.82813,44.78421402
01-Nov-16 08:04:32,76215.98438,44.82973862
01-Nov-16 08:05:30,74460.875,44.85504913
01-Nov-16 08:06:31,77430.90625,44.86510849
01-Nov-16 08:07:30,78281.67188,44.87504959
01-Nov-16 08:08:30,79751.78906,44.88502502
01-Nov-16 08:09:31,76962.5625,44.8951149
01-Nov-16 08:10:30,77200.53906,44.90507507
01-Nov-16 08:11:30,93180.36719,44.91502762
01-Nov-16 08:12:36,92931.24219,44.92593002
01-Nov-16 08:13:30,93449.07031,44.93505096
01-Nov-16 08:14:30,92166.64063,44.94504929
01-Nov-16 08:15:30,80924.90625,44.96313477
01-Nov-16 08:16:30,77736.19531,44.98913193
01-Nov-16 08:17:32,73824.35156,45.01591873
01-Nov-16 08:18:30,75799.9375,45.04113007
01-Nov-16 08:19:30,76416.1875,45.06713486
01-Nov-16 08:20:36,74036.85938,45.14006424
01-Nov-16 08:21:30,74312.28906,45.23048782
01-Nov-16 08:22:30,76257.29688,45.33076096
01-Nov-16 08:23:30,77908.71875,45.43050385
01-Nov-16 08:24:30,78576.20313,45.53073883
01-Nov-16 08:25:33,76725.25781,45.62452698
01-Nov-16 08:26:30,87040.09375,45.70342636
01-Nov-16 08:27:30,100465.5859,45.78543091
01-Nov-16 08:28:30,88509.48438,45.86740112
01-Nov-16 08:29:30,91462.34375,45.94942093
01-Nov-16 08:30:30,78899.92969,46.0536499
01-Nov-16 08:31:36,74227.13281,46.19144058
01-Nov-16 08:32:30,79502.96094,46.30586624
01-Nov-16 08:33:33,79309.50781,46.43741608
01-Nov-16 08:34:30,78607.86719,46.55761337
01-Nov-16 08:35:30,77364.39063,46.66038895
01-Nov-16 08:36:30,77523.875,46.74040604
01-Nov-16 08:37:30,79301.64844,46.82040787
01-Nov-16 08:38:30,78540.86719,46.90039444
01-Nov-16 08:39:30,76549.17188,46.98038864
01-Nov-16 08:40:30,77600.92188,47.0695076
01-Nov-16 08:41:34,80596.32813,47.1727829
01-Nov-16 08:42:30,83823.30469,47.26525116
01-Nov-16 08:43:30,77164.6875,47.36348724
01-Nov-16 08:44:30,74176.03906,47.46150589
01-Nov-16 08:45:30,75372.17969,47.55544281
01-Nov-16 08:46:31,74507.40625,47.64621735
01-Nov-16 08:47:30,74085.80469,47.73545837
01-Nov-16 08:48:30,73807.25,47.82545471
01-Nov-16 08:49:36,74596.35156,47.92358398
01-Nov-16 08:50:30,73144.28906,47.95494843
01-Nov-16 08:51:30,73548.90625,47.94494629
01-Nov-16 08:52:30,74068.60938,47.93495178
01-Nov-16 08:53:30,75518.97656,47.92494965
01-Nov-16 08:54:32,73465.85156,47.91461945
01-Nov-16 08:55:31,74042.70313,47.90999985
01-Nov-16 08:56:30,75306.375,47.90999985
